Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	LS480640.1	1364	0	0.88	0	44	1579409	2	4.54545454545455	42	0.00278585217635204	155503	2.895	6	2	15.575682249028	175545.778	15.601769	20.539	155503	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	LT594108.1	1955	0	1.29	0	80	1579409	22	27.5	58	0.00506518577518553	151216	3.428	7	3	29.1222828364795	143911.027	42.264394	45.613	151216	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	M17463.1	928	0	11.98	0	24	1579409	0	0	24	0.00151955573255566	7746	2.567	9	2	170.55596907053	9373.762	100.873803	7.091	7746	Human papillomoavirus type 5, complete genome	333923	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 5	Human papillomavirus 5
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	M19296.1	2787	424	52.36	7.97	144	1579409	0	0	144	0.00911733439533395	5323	5.028	27	3	1489.15258660942	4338.679	2399.76367	78.081	5323	Canine parvovirus strain CPV-N, complete cds	10788	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	Canine parvovirus	Canine parvovirus
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MF118167.1	1323	641	33.71	16.33	301	1579409	0	0	301	0.0190577614791356	3925	21.698	141	9	4221.43404949595	1838.841	10642.436894	146.759	3925	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MF352432.1	2118	26	25.53	0.31	62	1579409	2	3.2258064516129	60	0.00392551897576878	8295	2.802	11	2	411.441858840969	8729.808	114.966469	7.527	8295	Aichivirus A strain Wencheng-Rt386-2 polyprotein gene, complete cds	72149	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	unclassified Aichivirus A subspecies/strain	unclassified Aichivirus A strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MF944258.1	1437	0	19.2	0	46	1579409	0	0	46	0.00291248182073168	7484	3.049	8	3	338.343024426192	9784.719	177.611194	13.033	7484	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MF947441.1	7990	6454	96.92	78.29	1997	1579409	35	1.75262894341512	1962	0.126439699913069	8244	23.837	114	20	13334.3931608412	7393.853	17832.930107	988.812	8244	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MG012448.1	1316	0	17.67	0	30	1579409	0	0	30	0.00189944466569457	7447	2.299	8	2	221.754823489379	9758.807	205.404561	15.032	7447	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	MN116648.1	1294	15	14.82	0.17	37	1579409	4	10.8108108108108	33	0.00234264842102331	8731	2.508	10	2	233.276456722941	11792.729	67.844852	6	8731	Rosavirus B strain rat08/rRoB/HUN, complete genome	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_001356.1	1114	0	14.25	0	20	1579409	0	0	20	0.00126629644379638	7815	1.61	4	1	140.875083858	9536.646	223.87931	16.011	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_001526.4	1518	1026	19.2	12.98	432	1579409	0	0	432	0.0273520031860018	7906	27.523	97	17	3007.87726480722	7201.771	3796.541144	205.044	7906	Human papillomavirus type 16, complete genome	333760	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16	Human papillomavirus type 16
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_002017.1	1755	1478	98.71	83.13	643	1579409	0	0	643	0.0407114306680537	1778	35.122	148	19	19907.301343229	2350.775	19391.817104	341.861	1778	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4, complete sequence	211044	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_004291.1	1926	24	28.83	0.36	53	1579409	0	0	53	0.00335568557606041	6680	2.593	10	2	436.749665857518	9170.457	491.755329	33.819	6680	Lymphocytic choriomeningitis virus segment L, complete sequence	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	unclassified Lymphocytic choriomeningitis mammarenavirus subspecies/strain	unclassified Lymphocytic choriomeningitis mammarenavirus strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_004294.1	1739	6	51.51	0.18	62	1579409	0	0	62	0.00392551897576878	3376	3.442	10	3	1010.93312176713	5608.071	1170.885708	49.243	3376	Lymphocytic choriomeningitis virus segment S, complete sequence	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	unclassified Lymphocytic choriomeningitis mammarenavirus subspecies/strain	unclassified Lymphocytic choriomeningitis mammarenavirus strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_006998.1	194138	192100	99.71	98.66	1514853	1579409	576290	38.0426351599792	938563	95.912648338714	194711	532.99	2706	446	428265.587005857	134178.972	511713.946681	514910.521	194711	Vaccinia virus, complete genome	10245	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia virus	unclassified Vaccinia virus subspecies/strain	unclassified Vaccinia virus strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_007378.1	2482	1153	22.32	10.37	1112	1579409	319	28.6870503597122	793	0.0704060822750788	11119	31.847	285	7	5505.18897270214	17514.225	3621.637248	475.681	11119	influenza A H2N2 all segments	488241	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Korea/426/1968(H2N2))	Influenza A virus (A/Korea/426/1968(H2N2))
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_009334.1	16305	181	9.44	0.1	1591	1579409	1483	93.2118164676304	108	0.100733882104002	172764	2.264	22	2	506.932462647682	186308.274	187.261505	261.638	172764	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_012042.1	3103	1005	59.72	19.34	422	1579409	85	20.1421800947867	337	0.0267188549641037	5196	11.167	107	6	4470.70982782732	6742.161	2482.588396	125.523	5196	Human bocavirus 2c PK isolate PK-5510, complete genome	1511882	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK	Human bocavirus 2c PK
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_012564.1	4917	2063	93.8	39.36	569	1579409	69	12.1265377855888	500	0.0360261338260071	5242	10.099	53	8	5975.14465871141	7153.692	4884.372389	262.035	5242	Human bocavirus 3, complete genome	638313	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3	Human bocavirus 3
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_039475.1	2575	371	34.08	4.91	128	1579409	0	0	128	0.00810429724029684	7556	4.86	28	2	932.505054822887	11112.787	767.957027	64	7556	Norovirus GII.17, complete genome	552592	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17	Norovirus GII.17
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_039476.1	4822	905	63.99	12.01	481	1579409	174	36.1746361746362	307	0.030454429473303	7536	6.927	97	4	3513.47898983865	10612.433	1556.249342	123.855	7536	Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome	490039	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	Norovirus GII.2
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_039477.1	6260	2837	82.73	37.49	2052	1579409	142	6.92007797270955	1910	0.129922015133509	7567	30.009	278	8	14927.4902687905	10740.727	12093.317958	974.09	7567	Norovirus GII, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	NC_045512.2	2376	93	7.95	0.31	80	1579409	0	0	80	0.00506518577518553	29903	3.169	10	2	147.268003926064	34364.42	248.375592	64.009	29903	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	V01108.1	4669	2682	90.61	52.05	739	1579409	0	0	739	0.0467896535982763	5153	15.339	118	11	7894.36986880313	5855.834	8370.373515	367.581	5153	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	X01457.1	2622	338	50.66	6.53	149	1579409	0	0	149	0.00943390850628305	5176	5.514	19	5	1584.62015332487	7670.145	1540.534585	88.613	5176	Parvovirus h-1, complete genome	10799	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	H-1 parvovirus	H-1 parvovirus
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	X76931.1	1937	76	34.17	1.34	66	1579409	0	0	66	0.00417877826452806	5669	3.152	15	2	640.871048713335	7802.535	574.009068	33.587	5669	Cucurbit aphid-borne yellows virus genomic RNA	91753	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	unclassified Cucurbit aphid-borne yellows virus subspecies/strain	unclassified Cucurbit aphid-borne yellows virus strain
MEM1_HybCap_S152718_trimmed_host_filtered_mapped	Z25771.1	5101	3187	74.87	46.78	1992	1579409	14	0.70281124497992	1978	0.12612312580212	6813	37.478	327	17	16094.7457100964	10546.775	12371.261752	978.484	6813	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB010145.1	5197	855	62.99	10.36	331	1662971	75	22.6586102719033	256	0.0199041354299023	8251	4.94	23	3	2084.96359114004	6329.237	1371.083193	33.492	8251	Aichi virus genomic RNA, complete genome	1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Aichi virus 1	Aichi virus 1
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB042808.1	715	0	9.29	0	34	1662971	3	8.82352941176471	31	0.00204453354869087	7697	4.225	8	5	229.580236690043	16176.494	32.03445	2	7697	Chiba virus genomic RNA, complete genome	99565	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Chiba virus	Chiba virus
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB365435.1	1134	251	14.87	3.29	97	1662971	23	23.7113402061856	74	0.00583293394773571	7627	6.321	28	4	660.990254956911	14305.999	144.891691	8	7627	Norovirus Hu/Texas/TCH04-577/2004/US genomic RNA, complete genome	479952	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Texas/TCH04-577/2004/US	Norovirus Hu/Texas/TCH04-577/2004/US
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB448776.1	15760	2210	44.75	6.28	1454	1662971	831	57.1526822558459	623	0.0874338758763683	35215	5.273	26	4	2145.9212609449	36344.129	2671.289626	374.7	35215	Human adenovirus 37 genomic DNA, complete genome, isolate: 1991	52275	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus D37	Human adenovirus D37
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB614356.1	3216	44	43.02	0.59	106	1662971	8	7.54716981132075	98	0.00637413400474212	7476	2.981	12	2	736.908627888245	14606.839	363.845067	20.512	7476	Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome	985691	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.2/BR-DF01/BRA/2009	Sapovirus Hu/GI.2/BR-DF01/BRA/2009
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB623037.2	1641	0	22.05	0	38	1662971	0	0	38	0.00228506690736038	7442	2.224	6	2	265.381717076861	13043.727	99.540965	5.011	7442	Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome	1003429	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/OH08021/2008/JP	Sapovirus Hu/OH08021/2008/JP
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AB746853.1	2744	0	7.84	0	197	1662971	149	75.6345177664975	48	0.0118462679144736	34978	2.502	8	2	292.717253462884	39529.364	68.949203	10.519	34978	Human adenovirus 8 DNA, complete genome, strain: Trim variant	31545	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus D8	Human adenovirus D8
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AC_000007.1	9924	124	27.61	0.35	368	1662971	198	53.804347826087	170	0.0221290689975953	35937	2.464	11	2	532.210045769312	42159.325	909.465	147.982	35937	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AC_000008.1	4031	67	11.22	0.19	244	1662971	199	81.5573770491803	45	0.0146725348788403	35938	2.332	18	2	352.868580823833	41406.754	353.57576	56.504	35938	Human adenovirus 5, complete genome	28285	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5	Human adenovirus 5
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AC_000017.1	4483	0	12.45	0	221	1662971	183	82.8054298642534	38	0.0132894680664906	36001	2.251	8	2	319.047082906619	42053.506	191.981523	31.159	36001	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AF036710.1	2889	306	58.53	6.2	126	1662971	0	0	126	0.00757680079808968	4936	4.249	16	4	1326.69918669088	10494.62	1049.074862	42.491	4936	Rat parvovirus 1a nonstructural protein (NS1) and nonstructural protein (NS2) genes, complete cds	74581	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 2	Rat parvovirus 1	Rat parvovirus 1
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AF043303.1	2695	113	57.6	2.42	117	1662971	0	0	117	0.00703560074108328	4679	4.019	14	4	1299.60054669161	5952.846	973.996131	22.377	4679	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AF085716.1	1025	21	22.08	0.45	40	1662971	0	0	40	0.00240533358669514	4642	3.432	10	4	447.849325038209	5511.104	470.146357	10	4642	Adeno-associated virus 5 DNA binding trs helicase (Rep22) and capsid protein (VP1) genes, complete cds	82300	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	adeno-associated virus 5	adeno-associated virus 5
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AF108105.1	14910	1610	42.48	4.59	1237	1662971	726	58.6903799514956	511	0.0743849411685471	35100	4.496	33	3	1831.63802932012	36467.698	1515.914374	213.359	35100	Human adenovirus type 17 complete genome	46922	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus 17	Human adenovirus 17
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AF260508.1	2165	281	32.03	4.16	132	1662971	31	23.4848484848485	101	0.00793760083609396	6759	4.767	35	2	1015.00586928988	15203.189	137.300561	8.056	6759	Human astrovirus type 8, complete genome	43358	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 8	Human astrovirus 8
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	AM749299.1	31473	12998	93.22	38.5	3088	1662971	13	0.420984455958549	3075	0.185691752892865	33763	9.399	41	8	4753.4981772672	69697.96	5738.836301	1543.733	33763	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	CY090846.1	982	818	98	81.64	1405	1662971	0	0	1405	0.0844873422326667	1002	139.069	506	28	72876.1920257597	1783.146	56261.435339	387.192	1002	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1)) matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds	506344	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	CY090847.1	1273	1025	91.91	74.01	890	1662971	0	0	890	0.0535186723039668	1385	67.714	240	48	33397.7571205118	2803.031	20750.420846	224.483	1385	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1)) neuraminidase (NA) gene, complete cds	506344	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	CY090848.1	1429	1309	92.79	85	1882	1662971	0	0	1882	0.113170945254006	1540	126.875	654	72	63514.9509540438	3150.176	41368.60079	502.961	1540	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1)) nucleocapsid protein (NP) gene, complete cds	506344	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))
MEM2_HybCap_S152717_trimmed_host_filtered_mapped	CY090849.1	699	563	80.81	65.09	355	1662971	42	11.830985915493	313	0.0213473355819193	865	43.901	125	27	21329.9243128241	1451.037	10907.213187	61.083	865	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1)) nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds	506344	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))	Influenza A virus (A/United Kingdom/1-MA/1933(H1N1))
